Reaction,url,KOs,Rule,Notes,Unclear,effector,anchor,auxiliary,carrier,pts,subunit,chain,reductase component,orthology
R00410,https://www.genome.jp/dbget-bin/www_bget?rn:R00410,"K01029,K01028,K01027","K01029+K01028,K01027",,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K01027': '3-oxoacid CoA-transferase [EC:2.8.3.5]',
 'K01028': '3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]',
 'K01029': '3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]'}"
R00421,https://www.genome.jp/dbget-bin/www_bget?rn:R00421,"K13015,K02474,K22926","K13015,K02474,K22926",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K02474': 'UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine '
           'dehydrogenase [EC:1.1.1.136 1.1.1.-]',
 'K13015': 'UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]',
 'K22926': 'UDP-N-acetylglucosamine 6-dehydrogenase [EC:1.1.1.136]'}"
R00424,https://www.genome.jp/dbget-bin/www_bget?rn:R00424,"K22391,K01495,K09007","K22391,K01495,K09007",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01495': 'GTP cyclohydrolase IA [EC:3.5.4.16]',
 'K09007': 'GTP cyclohydrolase IB [EC:3.5.4.16]',
 'K22391': 'GTP cyclohydrolase I [EC:3.5.4.16]'}"
R00426,https://www.genome.jp/dbget-bin/www_bget?rn:R00426,"K02428,K01519,K04765","K02428,K01519,K04765",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01519': 'inosine triphosphate pyrophosphatase [EC:3.6.1.-]',
 'K02428': 'XTP/dITP diphosphohydrolase [EC:3.6.1.66]',
 'K04765': 'nucleoside triphosphate diphosphatase [EC:3.6.1.9]'}"
R00429,https://www.genome.jp/dbget-bin/www_bget?rn:R00429,"K01139,K07816,K00951","K01139,K07816,K00951",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00951': 'GTP pyrophosphokinase [EC:2.7.6.5]',
 'K01139': ""GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) ""
           ""3'-diphosphatase [EC:2.7.6.5 3.1.7.2]"",
 'K07816': 'putative GTP pyrophosphokinase [EC:2.7.6.5]'}"
R00465,https://www.genome.jp/dbget-bin/www_bget?rn:R00465,"K00090,K00049,K12972,K18121,K15919","K00090,K00049,K12972,K18121,K15919",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00049': 'glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]',
 'K00090': 'glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 '
           '1.1.1.81 1.1.1.215]',
 'K12972': 'glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]',
 'K15919': 'glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]',
 'K18121': 'glyoxylate/succinic semialdehyde reductase [EC:1.1.1.79 1.1.1.-]'}"
R00470,https://www.genome.jp/dbget-bin/www_bget?rn:R00470,"K01625,K18123","K01625,K18123",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01625': '2-dehydro-3-deoxyphosphogluconate aldolase / '
           '(4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]',
 'K18123': '4-hydroxy-2-oxoglutarate aldolase [EC:4.1.3.16]'}"
R00485,https://www.genome.jp/dbget-bin/www_bget?rn:R00485,"K13051,K05597,K01424","K13051,K05597,K01424",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01424': 'L-asparaginase [EC:3.5.1.1]',
 'K05597': 'glutamin-(asparagin-)ase [EC:3.5.1.38]',
 'K13051': 'L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]'}"
R00494,https://www.genome.jp/dbget-bin/www_bget?rn:R00494,"K00681,K18592","K00681,K18592",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00681': 'gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 '
           '3.4.19.13]',
 'K18592': 'gamma-glutamyltranspeptidase / glutathione hydrolase / '
           'leukotriene-C4 hydrolase [EC:2.3.2.2 3.4.19.13 3.4.19.14]'}"
R00503,https://www.genome.jp/dbget-bin/www_bget?rn:R00503,"K07966,K07967,K00704","K07966,K07967,K00704",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00704': 'alpha-lactalbumin [EC:2.4.1.22]',
 'K07966': 'beta-1,4-galactosyltransferase 1 [EC:2.4.1.22 2.4.1.90 2.4.1.38 '
           '2.4.1.-]',
 'K07967': 'beta-1,4-galactosyltransferase 2 [EC:2.4.1.22 2.4.1.90 2.4.1.38 '
           '2.4.1.-]'}"
R00508,https://www.genome.jp/dbget-bin/www_bget?rn:R00508,"K01082,K15759,K15422,K06881","K01082,K15759,K15422,K06881",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01082': ""3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]"",
 'K06881': 'bifunctional oligoribonuclease and PAP phosphatase NrnA '
           '[EC:3.1.3.7 3.1.13.3]',
 'K15422': ""3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate ""
           '1-phosphatase [EC:3.1.3.7 3.1.3.57]',
 'K15759': 'Golgi-resident PAP phosphatase [EC:3.1.3.7]'}"
R00511,https://www.genome.jp/dbget-bin/www_bget?rn:R00511,"K24242,K20881,K19970,K01081,K03787,K11751,K08723,K08693","K24242,K20881,K19970,K01081,K03787,K11751,K08723,K08693",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01081': ""5'-nucleotidase [EC:3.1.3.5]"",
 'K03787': ""5'-nucleotidase [EC:3.1.3.5]"",
 'K08693': ""2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / ""
           ""5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]"",
 'K08723': ""5'-nucleotidase [EC:3.1.3.5]"",
 'K11751': ""5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]"",
 'K19970': ""5'-nucleotidase [EC:3.1.3.5]"",
 'K20881': ""5'-nucleotidase [EC:3.1.3.5]"",
 'K24242': ""cytosolic 5'-nucleotidase 3 [EC:3.1.3.5 3.1.3.-]""}"
R00512,https://www.genome.jp/dbget-bin/www_bget?rn:R00512,"K13809,K13800,K13799,K00945","K13809,K13800,K13799,K00945",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00945': 'CMP/dCMP kinase [EC:2.7.4.25]',
 'K13799': 'pantoate ligase / CMP/dCMP kinase [EC:6.3.2.1 2.7.4.25]',
 'K13800': 'UMP-CMP kinase [EC:2.7.4.14]',
 'K13809': 'UMP-CMP kinase 2, mitochondrial [EC:2.7.4.14]'}"
R00513,https://www.genome.jp/dbget-bin/www_bget?rn:R00513,"K00876,K22026,K21057","K00876,K22026,K21057",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00876': 'uridine kinase [EC:2.7.1.48]',
 'K21057': 'cytidine kinase [EC:2.7.1.213]',
 'K22026': 'nucleoside kinase [EC:2.7.1.73 2.7.1.213 2.7.1.-]'}"
R00514,https://www.genome.jp/dbget-bin/www_bget?rn:R00514,"K01510,K14641,K14642","K01510,K14641,K14642",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01510': 'apyrase [EC:3.6.1.5]',
 'K14641': 'apyrase [EC:3.6.1.5]',
 'K14642': 'golgi apyrase [EC:3.6.1.5]'}"
R00515,https://www.genome.jp/dbget-bin/www_bget?rn:R00515,"K04765,K01513","K04765,K01513",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01513': 'ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 '
           '[EC:3.1.4.1 3.6.1.9]',
 'K04765': 'nucleoside triphosphate diphosphatase [EC:3.6.1.9]'}"
R00528,https://www.genome.jp/dbget-bin/www_bget?rn:R00528,"K05301,K00386",K05301+K00386,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K00386': 'sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1]',
 'K05301': 'sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1]'}"
R00530,https://www.genome.jp/dbget-bin/www_bget?rn:R00530,"K22966,K00988","K22966,K00988",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00988': 'sulfate adenylyltransferase (ADP) / ATP adenylyltransferase '
           '[EC:2.7.7.5 2.7.7.53]',
 'K22966': 'sulfate adenylyltransferase (ADP) / adenylylsulfatase [EC:2.7.7.5 '
           '3.6.2.1]'}"
R00548,https://www.genome.jp/dbget-bin/www_bget?rn:R00548,"K23458,K14394,K03788,K01093,K20884,K09474,K14410,K20861,K20862,K14379,K20860,K01078","K23458,K14394,K03788,K01093,K20884,K09474,K14410,K20861,K20862,K14379,K20860,K01078",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01078': 'acid phosphatase [EC:3.1.3.2]',
 'K01093': '4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2]',
 'K03788': 'acid phosphatase (class B) [EC:3.1.3.2]',
 'K09474': 'acid phosphatase (class A) [EC:3.1.3.2]',
 'K14379': 'tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]',
 'K14394': 'low molecular weight phosphotyrosine protein phosphatase '
           '[EC:3.1.3.2 3.1.3.48]',
 'K14410': 'lysosomal acid phosphatase [EC:3.1.3.2]',
 'K20860': 'FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil '
           'phosphatase [EC:3.1.3.102 3.1.3.104]',
 'K20861': 'FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil '
           'phosphatase [EC:3.1.3.102 3.1.3.104]',
 'K20862': 'FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil '
           'phosphatase [EC:3.1.3.102 3.1.3.104]',
 'K20884': 'riboflavin kinase / FMN hydrolase [EC:2.7.1.26 3.1.3.102]',
 'K23458': 'repressible acid phosphatase [EC:3.1.3.2]'}"
R00557,https://www.genome.jp/dbget-bin/www_bget?rn:R00557,"K13242,K13241,K13240,K13427","K13242,K13241,K13240,K13427",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K13240': 'nitric-oxide synthase, brain [EC:1.14.13.39]',
 'K13241': 'nitric-oxide synthase, inducible [EC:1.14.13.39]',
 'K13242': 'nitric-oxide synthase, endothelial [EC:1.14.13.39]',
 'K13427': 'nitric-oxide synthase, plant [EC:1.14.13.39]'}"
R00558,https://www.genome.jp/dbget-bin/www_bget?rn:R00558,"K13242,K13240,K13241,K13427","K13242,K13240,K13241,K13427",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K13240': 'nitric-oxide synthase, brain [EC:1.14.13.39]',
 'K13241': 'nitric-oxide synthase, inducible [EC:1.14.13.39]',
 'K13242': 'nitric-oxide synthase, endothelial [EC:1.14.13.39]',
 'K13427': 'nitric-oxide synthase, plant [EC:1.14.13.39]'}"
R00569,https://www.genome.jp/dbget-bin/www_bget?rn:R00569,"K14641,K01510,K14642","K14641,K01510,K14642",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01510': 'apyrase [EC:3.6.1.5]',
 'K14641': 'apyrase [EC:3.6.1.5]',
 'K14642': 'golgi apyrase [EC:3.6.1.5]'}"
R00585,https://www.genome.jp/dbget-bin/www_bget?rn:R00585,"K00830,K13290","K00830,K13290",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00830': 'alanine-glyoxylate transaminase / serine-glyoxylate transaminase / '
           'serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]',
 'K13290': 'serine---pyruvate transaminase [EC:2.6.1.51]'}"
R00590,https://www.genome.jp/dbget-bin/www_bget?rn:R00590,"K01752,K17989","K01752,K17989",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01752': 'L-serine dehydratase [EC:4.3.1.17]',
 'K17989': 'L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]'}"
R00597,https://www.genome.jp/dbget-bin/www_bget?rn:R00597,"K00554,K15429","K00554,K15429",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00554': 'tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]',
 'K15429': 'tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]'}"
R00602,https://www.genome.jp/dbget-bin/www_bget?rn:R00602,"K03781,K00430,K11188,K03782","K03781,K00430,K11188,K03782",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00430': 'peroxidase [EC:1.11.1.7]',
 'K03781': 'catalase [EC:1.11.1.6]',
 'K03782': 'catalase-peroxidase [EC:1.11.1.21]',
 'K11188': 'peroxiredoxin 6 [EC:1.11.1.7 1.11.1.27 3.1.1.-]'}"
R00606,https://www.genome.jp/dbget-bin/www_bget?rn:R00606,"K08685,K15228,K15229","K08685,K15228+K15229",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"{'K08685': 'quinohemoprotein amine dehydrogenase [EC:1.4.9.1]',
 'K15228': 'methylamine dehydrogenase light chain [EC:1.4.9.1]',
 'K15229': 'methylamine dehydrogenase heavy chain [EC:1.4.9.1]'}"
R00609,https://www.genome.jp/dbget-bin/www_bget?rn:R00609,"K22087,K22084,K22085,K22086",K22087+K22084+K22085+K22086,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K22084': 'methylglutamate dehydrogenase subunit A [EC:1.5.99.5]',
 'K22085': 'methylglutamate dehydrogenase subunit B [EC:1.5.99.5]',
 'K22086': 'methylglutamate dehydrogenase subunit C [EC:1.5.99.5]',
 'K22087': 'methylglutamate dehydrogenase subunit D [EC:1.5.99.5]'}"
R00610,https://www.genome.jp/dbget-bin/www_bget?rn:R00610,"K00303,K00302,K00301,K00306,K00305,K00304","K00303+K00302+K00304+K00305,K00306,K00301",,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K00301': 'sarcosine oxidase [EC:1.5.3.1]',
 'K00302': 'sarcosine oxidase, subunit alpha [EC:1.5.3.1]',
 'K00303': 'sarcosine oxidase, subunit beta [EC:1.5.3.1]',
 'K00304': 'sarcosine oxidase, subunit delta [EC:1.5.3.1]',
 'K00305': 'sarcosine oxidase, subunit gamma [EC:1.5.3.1]',
 'K00306': 'sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]'}"
R00614,https://www.genome.jp/dbget-bin/www_bget?rn:R00614,"K17068,K17067","K17068,K17067",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K17067': 'formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 '
           '1.1.99.37]',
 'K17068': 'formaldehyde dismutase [EC:1.2.98.1]'}"
R00615,https://www.genome.jp/dbget-bin/www_bget?rn:R00615,"K06928,K06949","K06928,K06949",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K06928': 'nucleoside-triphosphatase [EC:3.6.1.15]',
 'K06949': 'ribosome biogenesis GTPase / thiamine phosphate phosphatase '
           '[EC:3.6.1.- 3.1.3.100]'}"
R00623,https://www.genome.jp/dbget-bin/www_bget?rn:R00623,"K04072,K00001,K00121,K13951,K13952,K13953,K18857,K13954,K13980","K04072,K00001,K00121,K13951,K13952,K13953,K18857,K13954,K13980",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00001': 'alcohol dehydrogenase [EC:1.1.1.1]',
 'K00121': 'S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase '
           '[EC:1.1.1.284 1.1.1.1]',
 'K04072': 'acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 '
           '1.1.1.1]',
 'K13951': 'alcohol dehydrogenase 1/7 [EC:1.1.1.1]',
 'K13952': 'alcohol dehydrogenase 6 [EC:1.1.1.1]',
 'K13953': 'alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]',
 'K13954': 'alcohol dehydrogenase [EC:1.1.1.1]',
 'K13980': 'alcohol dehydrogenase 4 [EC:1.1.1.1]',
 'K18857': 'alcohol dehydrogenase class-P [EC:1.1.1.1]'}"
R00631,https://www.genome.jp/dbget-bin/www_bget?rn:R00631,"K14085,K00128,K00149","K14085,K00128,K00149",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00128': 'aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]',
 'K00149': 'aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]',
 'K14085': 'aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 '
           '1.2.1.3]'}"
R00662,https://www.genome.jp/dbget-bin/www_bget?rn:R00662,"K04765,K01513","K04765,K01513",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01513': 'ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 '
           '[EC:3.1.4.1 3.6.1.9]',
 'K04765': 'nucleoside triphosphate diphosphatase [EC:3.6.1.9]'}"
R00674,https://www.genome.jp/dbget-bin/www_bget?rn:R00674,"K01695,K01696,K06001","K01695+K01696,K01695+K06001",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"{'K01695': 'tryptophan synthase alpha chain [EC:4.2.1.20]',
 'K01696': 'tryptophan synthase beta chain [EC:4.2.1.20]',
 'K06001': 'tryptophan synthase beta chain [EC:4.2.1.20]'}"
R00699,https://www.genome.jp/dbget-bin/www_bget?rn:R00699,"K22427,K01593","K22427,K01593",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01593': 'aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 '
           '4.1.1.105]',
 'K22427': 'phenylalanine decarboxylase [EC:4.1.1.53]'}"
R00702,https://www.genome.jp/dbget-bin/www_bget?rn:R00702,"K10208,K00801","K10208,K00801",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00801': 'farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]',
 'K10208': ""4,4'-diapophytoene synthase [EC:2.5.1.96]""}"
R00704,https://www.genome.jp/dbget-bin/www_bget?rn:R00704,"K03778,K03777","K03778,K03777",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K03777': 'D-lactate dehydrogenase (quinone) [EC:1.1.5.12]',
 'K03778': 'D-lactate dehydrogenase [EC:1.1.1.28]'}"
R00707,https://www.genome.jp/dbget-bin/www_bget?rn:R00707,"K00294,K13821","K00294,K13821",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00294': '1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]',
 'K13821': 'RHH-type transcriptional regulator, proline utilization regulon '
           'repressor / proline dehydrogenase / delta '
           '1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]'}"
R00708,https://www.genome.jp/dbget-bin/www_bget?rn:R00708,"K13821,K00294","K13821,K00294",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00294': '1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]',
 'K13821': 'RHH-type transcriptional regulator, proline utilization regulon '
           'repressor / proline dehydrogenase / delta '
           '1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]'}"
R00710,https://www.genome.jp/dbget-bin/www_bget?rn:R00710,"K14085,K00149,K00128","K14085,K00149,K00128",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00128': 'aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]',
 'K00149': 'aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]',
 'K14085': 'aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 '
           '1.2.1.3]'}"
R00711,https://www.genome.jp/dbget-bin/www_bget?rn:R00711,"K00138,K00129","K00138,K00129",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00129': 'aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]',
 'K00138': 'aldehyde dehydrogenase [EC:1.2.1.-]'}"
R00717,https://www.genome.jp/dbget-bin/www_bget?rn:R00717,"K00018,K15893,K00015","K00018,K15893,K00015",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00015': 'glyoxylate reductase [EC:1.1.1.26]',
 'K00018': 'glycerate dehydrogenase [EC:1.1.1.29]',
 'K15893': 'glycerate dehydrogenase [EC:1.1.1.29]'}"
R00719,https://www.genome.jp/dbget-bin/www_bget?rn:R00719,"K14641,K01529,K01510,K14642","K14641,K01529,K01510,K14642",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01510': 'apyrase [EC:3.6.1.5]',
 'K01529': 'inosine/xanthosine triphosphatase [EC:3.6.1.73]',
 'K14641': 'apyrase [EC:3.6.1.5]',
 'K14642': 'golgi apyrase [EC:3.6.1.5]'}"
R00720,https://www.genome.jp/dbget-bin/www_bget?rn:R00720,"K02428,K01519,K04765","K02428,K01519,K04765",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01519': 'inosine triphosphate pyrophosphatase [EC:3.6.1.-]',
 'K02428': 'XTP/dITP diphosphohydrolase [EC:3.6.1.66]',
 'K04765': 'nucleoside triphosphate diphosphatase [EC:3.6.1.9]'}"
R00722,https://www.genome.jp/dbget-bin/www_bget?rn:R00722,"K18533,K00940","K18533,K00940",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00940': 'nucleoside-diphosphate kinase [EC:2.7.4.6]',
 'K18533': 'adenylate/nucleoside-diphosphate kinase [EC:2.7.4.3 2.7.4.6]'}"
R00746,https://www.genome.jp/dbget-bin/www_bget?rn:R00746,"K12957,K13979,K00002","K12957,K13979,K00002",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00002': 'alcohol dehydrogenase (NADP+) [EC:1.1.1.2]',
 'K12957': 'alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183]',
 'K13979': 'alcohol dehydrogenase (NADP+) [EC:1.1.1.2]'}"
R00749,https://www.genome.jp/dbget-bin/www_bget?rn:R00749,"K04019,K03736,K03735","K04019,K03736+K03735",,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K03735': 'ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]',
 'K03736': 'ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]',
 'K04019': 'ethanolamine utilization protein EutA'}"
R00754,https://www.genome.jp/dbget-bin/www_bget?rn:R00754,"K13954,K13953,K13952,K13951,K00121,K00001,K18857,K13980,K04072,K04022","K13954,K13953,K13952,K13951,K00121,K00001,K18857,K13980,K04072,K04022",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00001': 'alcohol dehydrogenase [EC:1.1.1.1]',
 'K00121': 'S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase '
           '[EC:1.1.1.284 1.1.1.1]',
 'K04022': 'alcohol dehydrogenase',
 'K04072': 'acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 '
           '1.1.1.1]',
 'K13951': 'alcohol dehydrogenase 1/7 [EC:1.1.1.1]',
 'K13952': 'alcohol dehydrogenase 6 [EC:1.1.1.1]',
 'K13953': 'alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]',
 'K13954': 'alcohol dehydrogenase [EC:1.1.1.1]',
 'K13980': 'alcohol dehydrogenase 4 [EC:1.1.1.1]',
 'K18857': 'alcohol dehydrogenase class-P [EC:1.1.1.1]'}"
R00760,https://www.genome.jp/dbget-bin/www_bget?rn:R00760,"K00847,K00844","K00847,K00844",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00844': 'hexokinase [EC:2.7.1.1]', 'K00847': 'fructokinase [EC:2.7.1.4]'}"
R00764,https://www.genome.jp/dbget-bin/www_bget?rn:R00764,"K00895,K21071","K00895,K21071",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00895': 'diphosphate-dependent phosphofructokinase [EC:2.7.1.90]',
 'K21071': 'ATP-dependent phosphofructokinase / diphosphate-dependent '
           'phosphofructokinase [EC:2.7.1.11 2.7.1.90]'}"
R00771,https://www.genome.jp/dbget-bin/www_bget?rn:R00771,"K06859,K13810,K01810,K15916","K06859,K13810,K01810,K15916",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01810': 'glucose-6-phosphate isomerase [EC:5.3.1.9]',
 'K06859': 'glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]',
 'K13810': 'transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]',
 'K15916': 'glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]'}"
R00774,https://www.genome.jp/dbget-bin/www_bget?rn:R00774,"K01941,K14541","K01941,K14541",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01941': 'urea carboxylase [EC:6.3.4.6]',
 'K14541': 'urea carboxylase / allophanate hydrolase [EC:6.3.4.6 3.5.1.54]'}"
R00776,https://www.genome.jp/dbget-bin/www_bget?rn:R00776,"K16856,K01483","K16856,K01483",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01483': 'ureidoglycolate lyase [EC:4.3.2.3]',
 'K16856': 'ureidoglycolate lyase [EC:4.3.2.3]'}"
R00782,https://www.genome.jp/dbget-bin/www_bget?rn:R00782,"K01760,K22207,K01758,K14155,K17217,K20021,K00816","K01760,K22207,K01758,K14155,K17217,K20021,K00816",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00816': 'kynurenine---oxoglutarate transaminase / cysteine-S-conjugate '
           'beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.7 '
           '4.4.1.13 2.6.1.64]',
 'K01758': 'cystathionine gamma-lyase [EC:4.4.1.1]',
 'K01760': 'cysteine-S-conjugate beta-lyase [EC:4.4.1.13]',
 'K14155': 'cysteine-S-conjugate beta-lyase [EC:4.4.1.13]',
 'K17217': 'cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.1 '
           '4.4.1.2]',
 'K20021': 'L-cysteine desulfidase [EC:4.4.1.28]',
 'K22207': 'L-cysteine desulfhydrase [EC:4.4.1.28]'}"
